Year,Month,Day,Precipitation,Humidity,Relative_Humidity,Temp_Max,Temp_Min,Dew,WS,iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,Mortality,Mortality_Perc
2020,11,5,0,11.68,66.3,29.31,18.63,16.69,2.67,BGD,Asia,Bangladesh,2020-11-05,416006,1842,1606.571,6021,17,19.286,2526.004,11.185,9.755,36.56,0.103,0.117,1.05, , , , , , , , ,15225,2402729,14.589,0.092,13134,0.08,0.122,8.2,tests performed, , , , , , , , , ,0.014473349,1.447334894
2020,11,6,0,11.19,71.79,26.44,16.74,16.03,3.12,BGD,Asia,Bangladesh,2020-11-06,417475,1469,1587.286,6036,15,18.714,2534.924,8.92,9.638,36.651,0.091,0.114,1.03, , , , , , , , ,13521,2416250,14.672,0.082,13045,0.079,0.122,8.2,tests performed, , , , , , , , , ,0.014458351,1.44583508
2020,11,7,0,12.29,76.9,27.54,15.69,17.47,3.29,BGD,Asia,Bangladesh,2020-11-07,418764,1289,1582.857,6049,13,18,2542.75,7.827,9.611,36.73,0.079,0.109,1.02, , , , , , , , ,11419,2427669,14.741,0.069,13029,0.079,0.121,8.2,tests performed, , , , , , , , , ,0.01444489,1.44448902
2020,11,8,0,13.55,77.49,28.69,17.53,19.01,2.35,BGD,Asia,Bangladesh,2020-11-08,420238,1474,1569.429,6067,18,18,2551.701,8.95,9.53,36.839,0.109,0.109,1.04, , , , , , , , ,12760,2440429,14.818,0.077,13205,0.08,0.119,8.4,tests performed, , , , , , , , , ,0.014437057,1.44370571
2020,11,9,0,14.68,78,29.22,19.18,20.27,1.99,BGD,Asia,Bangladesh,2020-11-09,421921,1683,1561.857,6092,25,18,2561.92,10.219,9.484,36.991,0.152,0.109,1.06, , , , , , , , ,14042,2454471,14.904,0.085,13563,0.082,0.115,8.7,tests performed, , , , , , , , , ,0.014438722,1.443872194
2020,11,10,0,15.01,81.69,28.74,18.88,20.6,2.77,BGD,Asia,Bangladesh,2020-11-10,423620,1699,1567.571,6108,16,17.857,2572.236,10.316,9.518,37.088,0.097,0.108,1.08, , , , , , , , ,13520,2467991,14.986,0.082,13486,0.082,0.116,8.6,tests performed, , , , , , , , , ,0.014418583,1.441858269
2020,11,11,0,14.8,81.56,29.21,18.93,20.39,3.37,BGD,Asia,Bangladesh,2020-11-11,425353,1733,1598.429,6127,19,17.571,2582.759,10.523,9.706,37.203,0.115,0.107,1.09, , , , , , , , ,14524,2482515,15.074,0.088,13573,0.082,0.118,8.5,tests performed, , , , , , , , , ,0.014404506,1.440450637
2020,11,12,0,14.92,79.35,29.83,18.97,20.54,2.35,BGD,Asia,Bangladesh,2020-11-12,427198,1845,1598.857,6140,13,17,2593.962,11.203,9.708,37.282,0.079,0.103,1.1, , , , , , , , ,17112,2499627,15.178,0.104,13843,0.084,0.115,8.7,tests performed, , , , , , , , , ,0.014372726,1.437272646
2020,11,13,0,16.2,84.74,29.7,20.15,21.82,3.37,BGD,Asia,Bangladesh,2020-11-13,428965,1767,1641.429,6159,19,17.571,2604.691,10.729,9.967,37.398,0.115,0.107,1.1, , , , , , , , ,13539,2513166,15.26,0.082,13845,0.084,0.119,8.4,tests performed, , , , , , , , , ,0.014357815,1.435781474
2020,11,14,0,15.7,85.82,28.89,19.98,21.3,3.74,BGD,Asia,Bangladesh,2020-11-14,430496,1531,1676,6173,14,17.714,2613.988,9.296,10.177,37.483,0.085,0.108,1.11, , , , , , , , ,11795,2524961,15.332,0.072,13899,0.084,0.121,8.3,tests performed, , , , , , , , , ,0.014339274,1.433927377
2020,11,15,0,14.84,84.56,28.29,18.49,20.39,3.38,BGD,Asia,Bangladesh,2020-11-15,432333,1837,1727.857,6194,21,18.143,2625.142,11.154,10.492,37.61,0.128,0.11,1.13, , , , , , , , ,14060,2539021,15.417,0.085,14085,0.086,0.123,8.2,tests performed, , , , , , , , , ,0.014326919,1.43269193
2020,11,16,0,15.02,83.5,28.54,19.16,20.59,2.32,BGD,Asia,Bangladesh,2020-11-16,434472,2139,1793,6215,21,17.571,2638.13,12.988,10.887,37.738,0.128,0.107,1.16, , , , , , , , ,15768,2554789,15.513,0.096,14331,0.087,0.125,8,tests performed, , , , , , , , , ,0.014304719,1.430471929
2020,11,17,0,14.86,82.83,27.59,19.49,20.4,3.1,BGD,Asia,Bangladesh,2020-11-17,436684,2212,1866.286,6254,39,20.857,2651.561,13.431,11.332,37.975,0.237,0.127,1.17, , , , , , , , ,15990,2570779,15.61,0.097,14684,0.089,0.127,7.9,tests performed, , , , , , , , , ,0.014321569,1.432156891
2020,11,18,0,13.4,75.11,27.29,18.49,18.82,2.22,BGD,Asia,Bangladesh,2020-11-18,438795,2111,1920.286,6275,21,21.143,2664.379,12.818,11.66,38.102,0.128,0.128,1.16, , , , , , , , ,16469,2587248,15.71,0.1,14962,0.091,0.128,7.8,tests performed, , , , , , , , , ,0.014300528,1.430052758
2020,11,19,0,13.24,76.56,27.03,18.4,18.61,1.85,BGD,Asia,Bangladesh,2020-11-19,441159,2364,1994.429,6305,30,23.571,2678.734,14.354,12.11,38.284,0.182,0.143,1.16, , , , , , , , ,17531,2604779,15.816,0.106,15022,0.091,0.133,7.5,tests performed, , , , , , , , , ,0.014291899,1.429189929
2020,11,20,1.44,14.55,82.48,28.13,18.62,20.07,2.68,BGD,Asia,Bangladesh,2020-11-20,443434,2275,2067,6322,17,23.286,2692.548,13.814,12.551,38.387,0.103,0.141,1.14, , , , , , , , ,15607,2620386,15.911,0.095,15317,0.093,0.135,7.4,tests performed, , , , , , , , , ,0.014256913,1.425691309
2020,11,21,8.71,15.15,85.28,27.48,19.76,20.69,2.09,BGD,Asia,Bangladesh,2020-11-21,445281,1847,2112.143,6350,28,25.286,2703.763,11.215,12.825,38.557,0.17,0.154,1.11, , , , , , , , ,12643,2633029,15.988,0.077,15438,0.094,0.137,7.3,tests performed, , , , , , , , , ,0.014260658,1.426065788
2020,11,22,1.55,11.68,76.26,25.19,16.53,16.67,4.24,BGD,Asia,Bangladesh,2020-11-22,447341,2060,2144,6388,38,27.714,2716.271,12.508,13.018,38.788,0.231,0.168,1.11, , , , , , , , ,13870,2646899,16.072,0.084,15411,0.094,0.139,7.2,tests performed, , , , , , , , , ,0.014279934,1.42799341
2020,11,23,0.2,9.68,75.65,23.86,12.92,13.77,4.27,BGD,Asia,Bangladesh,2020-11-23,449760,2419,2184,6416,28,28.714,2730.959,14.688,13.261,38.958,0.17,0.174,1.11, , , , , , , , ,16059,2662958,16.17,0.098,15453,0.094,0.141,7.1,tests performed, , , , , , , , , ,0.014265386,1.426538598
2020,11,24,0,10.95,79.85,25.02,13.09,15.64,2.61,BGD,Asia,Bangladesh,2020-11-24,451990,2230,2186.571,6448,32,27.714,2744.5,13.541,13.277,39.152,0.194,0.168,1.09, , , , , , , , ,15018,2677976,16.261,0.091,15314,0.093,0.143,7,tests performed, , , , , , , , , ,0.014265802,1.426580234
2020,11,25,0,12.16,83.66,25.83,14.49,17.26,2.6,BGD,Asia,Bangladesh,2020-11-25,454146,2156,2193,6487,39,30.286,2757.591,13.091,13.316,39.389,0.237,0.184,1.08, , , , , , , , ,16001,2693977,16.358,0.097,15247,0.093,0.144,7,tests performed, , , , , , , , , ,0.014283953,1.428395274
2020,11,26,0,12.8,86.65,25.65,16.08,18.05,2.85,BGD,Asia,Bangladesh,2020-11-26,456438,2292,2182.714,6524,37,31.286,2771.508,13.917,13.254,39.614,0.225,0.19,1.07, , , , , , , , ,17052,2711029,16.461,0.104,15179,0.092,0.144,7,tests performed, , , , , , , , , ,0.014293288,1.429328846
2020,11,27,0,13.08,86.25,26.09,16.34,18.4,3.63,BGD,Asia,Bangladesh,2020-11-27,458711,2273,2182.429,6544,20,31.714,2785.31,13.802,13.252,39.735,0.121,0.193,1.05, , , , , , , , ,16378,2727407,16.561,0.099,15289,0.093,0.143,7,tests performed, , , , , , , , , ,0.014266063,1.426606295
2020,11,28,0,13.23,88.01,26.32,16.6,18.58,4.42,BGD,Asia,Bangladesh,2020-11-28,460619,1908,2191.143,6580,36,32.857,2796.896,11.585,13.305,39.954,0.219,0.2,1.03, , , , , , , , ,14012,2741419,16.646,0.085,15484,0.094,0.142,7.1,tests performed, , , , , , , , , ,0.014285125,1.428512502
2020,11,29,0,12.59,86.68,26.41,15.3,17.8,4.52,BGD,Asia,Bangladesh,2020-11-29,462407,1788,2152.286,6609,29,31.571,2807.752,10.857,13.069,40.13,0.176,0.192,1.02, , , , , , , , ,13737,2755156,16.729,0.083,15465,0.094,0.139,7.2,tests performed, , , , , , , , , ,0.014292604,1.42926037
2020,11,30,0,11.94,83.13,26.32,14.19,16.98,3.48,BGD,Asia,Bangladesh,2020-11-30,464932,2525,2167.429,6644,35,32.571,2823.084,15.332,13.161,40.343,0.213,0.198,1.04, , , , , , , , ,15372,2770528,16.823,0.093,15367,0.093,0.141,7.1,tests performed, , , , , , , , , ,0.014290262,1.42902618
2020,12,1,0,12.46,83.15,26.44,15.13,17.65,2.65,BGD,Asia,Bangladesh,2020-12-01,467225,2293,2176.429,6675,31,32.429,2837.007,13.923,13.215,40.531,0.188,0.197,1.03, , , , , , , , ,15501,2786029,16.917,0.094,15436,0.094,0.141,7.1,tests performed, , , , , , , , , ,0.014286479,1.428647868
2020,12,2,0,12.28,80.46,25.99,16.21,17.41,2.21,BGD,Asia,Bangladesh,2020-12-02,469423,2198,2182.429,6713,38,32.286,2850.354,13.346,13.252,40.762,0.231,0.196,1.02, , , , , , , , ,15972,2802001,17.014,0.097,15432,0.094,0.141,7.1,tests performed, , , , , , , , , ,0.014300535,1.430053491
2020,12,3,0,11.98,77.45,25.84,16.76,17.03,1.97,BGD,Asia,Bangladesh,2020-12-03,471739,2316,2185.857,6748,35,32,2864.417,14.063,13.273,40.974,0.213,0.194,1.01, , , , , , , , ,16807,2818808,17.116,0.102,15397,0.093,0.142,7,tests performed, , , , , , , , , ,0.01430452,1.430452008
2020,12,4,0,11.34,76.31,25.37,15.98,16.18,2.09,BGD,Asia,Bangladesh,2020-12-04,473991,2252,2182.857,6772,24,32.571,2878.091,13.674,13.254,41.12,0.146,0.198,0.99, , , , , , , , ,15430,2834238,17.21,0.094,15262,0.093,0.143,7,tests performed, , , , , , , , , ,0.014287191,1.428719111
2020,12,5,0,11.19,75.71,24.87,16.43,15.99,1.69,BGD,Asia,Bangladesh,2020-12-05,475789,1798,2167.143,6807,35,32.429,2889.008,10.918,13.159,41.332,0.213,0.197,0.96, , , , , , , , ,13540,2847778,17.292,0.082,15194,0.092,0.143,7,tests performed, , , , , , , , , ,0.014306762,1.430676203
2020,12,6,0,11.58,77,25.12,16.08,16.54,1.5,BGD,Asia,Bangladesh,2020-12-06,477545,1756,2162.571,6838,31,32.714,2899.671,10.662,13.131,41.521,0.188,0.199,0.95, , , , , , , , ,13218,2860996,17.372,0.08,15120,0.092,0.143,7,tests performed, , , , , , , , , ,0.014319069,1.431906941
2020,12,7,0,11.94,82.6,25.12,15.72,17,1.76,BGD,Asia,Bangladesh,2020-12-07,479743,2198,2115.857,6874,36,32.857,2913.017,13.346,12.848,41.739,0.219,0.2,0.96, , , , , , , , ,14369,2875365,17.459,0.087,14977,0.091,0.141,7.1,tests performed, , , , , , , , , ,0.014328505,1.432850505
2020,12,8,0,12.15,87.15,24.35,15.43,17.24,2.56,BGD,Asia,Bangladesh,2020-12-08,481945,2202,2102.857,6906,32,33,2926.388,13.371,12.769,41.933,0.194,0.2,0.95, , , , , , , , ,17084,2892449,17.563,0.104,15203,0.092,0.138,7.2,tests performed, , , , , , , , , ,0.014329436,1.432943593
2020,12,9,0,11.65,82.03,24.03,16.1,16.59,1.25,BGD,Asia,Bangladesh,2020-12-09,484104,2159,2097.286,6930,24,31,2939.497,13.11,12.735,42.079,0.146,0.188,0.93, , , , , , , , ,17042,2909491,17.667,0.103,15356,0.093,0.137,7.3,tests performed, , , , , , , , , ,0.014315106,1.431510585
2020,12,10,0,11.48,81.32,23.93,15.97,16.35,1.18,BGD,Asia,Bangladesh,2020-12-10,485965,1861,2032.286,6967,37,31.286,2950.797,11.3,12.34,42.304,0.225,0.19,0.9, , , , , , , , ,16265,2925756,17.765,0.099,15278,0.093,0.133,7.5,tests performed, , , , , , , , , ,0.014336423,1.43364234
2020,12,11,0.01,11.18,82.65,23.36,15.18,15.94,1.83,BGD,Asia,Bangladesh,2020-12-11,487849,1884,1979.714,6986,19,30.571,2962.237,11.44,12.021,42.419,0.115,0.186,0.88, , , , , , , , ,16323,2942079,17.864,0.099,15406,0.094,0.129,7.8,tests performed, , , , , , , , , ,0.014320005,1.432000476
2020,12,12,0,10.95,83.71,22.8,15.04,15.59,1.95,BGD,Asia,Bangladesh,2020-12-12,489178,1329,1912.714,7020,34,30.429,2970.307,8.07,11.614,42.626,0.206,0.185,0.85, , , , , , , , ,12630,2954709,17.941,0.077,15276,0.093,0.125,8,tests performed, , , , , , , , , ,0.014350604,1.435060448
2020,12,13,0,11.35,81.15,24.13,15.3,16.14,1.58,BGD,Asia,Bangladesh,2020-12-13,490533,1355,1855.429,7052,32,30.571,2978.534,8.228,11.266,42.82,0.194,0.186,0.84, , , , , , , , ,12748,2967457,18.019,0.077,15209,0.092,0.122,8.2,tests performed, , , , , , , , , ,0.014376199,1.437619895
2020,12,14,0,11.44,82.51,24.2,15,16.29,2.38,BGD,Asia,Bangladesh,2020-12-14,492332,1799,1798.429,7089,37,30.714,2989.458,10.924,10.92,43.045,0.225,0.186,0.86, , , , , , , , ,16828,2984285,18.121,0.102,15560,0.094,0.116,8.7,tests performed, , , , , , , , , ,0.01439882,1.439882031
2020,12,15,0,11.01,84.98,23.75,14.28,15.7,3.85,BGD,Asia,Bangladesh,2020-12-15,494209,1877,1752,7129,40,31.857,3000.855,11.397,10.638,43.288,0.243,0.193,0.85, , , , , , , , ,19054,3003339,18.236,0.116,15841,0.096,0.111,9,tests performed, , , , , , , , , ,0.014425071,1.442507117
2020,12,16,0,10.93,82.31,23.88,15.05,15.61,3.95,BGD,Asia,Bangladesh,2020-12-16,495841,1632,1676.714,7156,27,32.286,3010.765,9.91,10.181,43.451,0.164,0.196,0.83, , , , , , , , ,17025,3020364,18.34,0.103,15839,0.096,0.106,9.4,tests performed, , , , , , , , , ,0.014432046,1.443204576
2020,12,17,0,11.01,84.01,23.81,14.01,15.7,3.56,BGD,Asia,Bangladesh,2020-12-17,496975,1134,1572.857,7192,36,32.143,3017.651,6.886,9.55,43.67,0.219,0.195,0.81, , , , , , , , ,13191,3033555,18.42,0.08,15400,0.094,0.102,9.8,tests performed, , , , , , , , , ,0.014471553,1.44715529
2020,12,18,0,9.25,77.94,22.27,12.98,13.06,3.55,BGD,Asia,Bangladesh,2020-12-18,498293,1318,1492,7217,25,33,3025.653,8.003,9.059,43.822,0.152,0.2,0.8, , , , , , , , ,14336,3047891,18.507,0.087,15116,0.092,0.099,10.1,tests performed, , , , , , , , , ,0.014483446,1.448344649
2020,12,19,0,7.58,76.57,20.09,9.52,10.08,4.69,BGD,Asia,Bangladesh,2020-12-19,499560,1267,1483.143,7242,25,31.714,3033.347,7.693,9.006,43.974,0.152,0.193,0.8, , , , , , , , ,12300,3060191,18.582,0.075,15069,0.091,0.098,10.2,tests performed, , , , , , , , , ,0.014496757,1.449675715
2020,12,20,0,8.05,81.91,20.67,7.95,10.95,4.25,BGD,Asia,Bangladesh,2020-12-20,500713,1153,1454.286,7280,38,32.571,3040.348,7.001,8.83,44.204,0.231,0.198,0.81, , , , , , , , ,12300,3072491,18.656,0.075,15005,0.091,0.097,10.3,tests performed, , , , , , , , , ,0.014539267,1.453926701
2020,12,21,0,9.24,82.05,22.39,10.02,13.01,2.73,BGD,Asia,Bangladesh,2020-12-21,502183,1470,1407.286,7312,32,31.857,3049.274,8.926,8.545,44.399,0.194,0.193,0.83, , , , , , , , ,15669,3088160,18.751,0.095,14839,0.09,0.095,10.5,tests performed, , , , , , , , , ,0.014560429,1.456042917
2020,12,22,0,9.54,78.63,22.87,12.04,13.5,1.74,BGD,Asia,Bangladesh,2020-12-22,503501,1318,1327.429,7329,17,28.571,3057.277,8.003,8.06,44.502,0.103,0.173,0.83, , , , , , , , ,15145,3103305,18.843,0.092,14281,0.087,0.093,10.8,tests performed, , , , , , , , , ,0.014556078,1.455607834
2020,12,23,4.85,9.81,80.35,23.01,12.03,13.92,2.26,BGD,Asia,Bangladesh,2020-12-23,504868,1367,1289.571,7359,30,29,3065.577,8.3,7.83,44.684,0.182,0.176,0.83, , , , , , , , ,15932,3119237,18.94,0.097,14125,0.086,0.091,11,tests performed, , , , , , , , , ,0.014576087,1.457608721
2020,12,24,0,10.21,81.11,23.48,12.45,14.51,2.42,BGD,Asia,Bangladesh,2020-12-24,506102,1234,1303.857,7378,19,26.571,3073.07,7.493,7.917,44.799,0.115,0.161,0.82, , , , , , , , ,13227,3132464,19.02,0.08,14130,0.086,0.092,10.8,tests performed, , , , , , , , , ,0.014578089,1.4578089
2020,12,25,0,10.26,84.37,23.32,12.48,14.59,3.68,BGD,Asia,Bangladesh,2020-12-25,507265,1163,1281.714,7398,20,25.857,3080.132,7.062,7.783,44.921,0.121,0.157,0.8, , , , , , , , ,13695,3146159,19.104,0.083,14038,0.085,0.091,11,tests performed, , , , , , , , , ,0.014584093,1.458409313
2020,12,26,0,9.04,79.99,22.55,10.92,12.68,4.15,BGD,Asia,Bangladesh,2020-12-26,508099,834,1219.857,7428,30,26.571,3085.196,5.064,7.407,45.103,0.182,0.161,0.79, , , , , , , , ,9912,3156071,19.164,0.06,13697,0.083,0.089,11.2,tests performed, , , , , , , , , ,0.014619198,1.461919823
2020,12,27,0,8.32,76.49,21.96,9.9,11.44,3.71,BGD,Asia,Bangladesh,2020-12-27,509148,1049,1205,7452,24,24.571,3091.565,6.37,7.317,45.249,0.146,0.149,0.8, , , , , , , , ,12650,3168721,19.241,0.077,13747,0.083,0.088,11.4,tests performed, , , , , , , , , ,0.014636216,1.46362158
2020,12,28,0,8.53,74.78,22.4,10.82,11.82,2.96,BGD,Asia,Bangladesh,2020-12-28,510080,932,1128.143,7479,27,23.857,3097.225,5.659,6.85,45.413,0.164,0.145,0.81, , , , , , , , ,12617,3181338,19.317,0.077,13311,0.081,0.085,11.8,tests performed, , , , , , , , , ,0.014662406,1.46624059
2020,12,29,0,8.62,76.12,22.19,11.17,11.97,3.26,BGD,Asia,Bangladesh,2020-12-29,511261,1181,1108.571,7509,30,25.714,3104.396,7.171,6.731,45.595,0.182,0.156,0.83, , , , , , , , ,14588,3195926,19.406,0.089,13232,0.08,0.084,11.9,tests performed, , , , , , , , , ,0.014687215,1.468721455
2020,12,30,0,8.97,79.75,22.86,10.66,12.56,4.19,BGD,Asia,Bangladesh,2020-12-30,512496,1235,1089.714,7531,22,24.571,3111.895,7.499,6.617,45.729,0.134,0.149,0.84, , , , , , , , ,15229,3211155,19.498,0.092,13131,0.08,0.083,12,tests performed, , , , , , , , , ,0.014694749,1.469474884
2020,12,31,0,9.66,82.89,23.07,10.84,13.69,4.03,BGD,Asia,Bangladesh,2020-12-31,513510,1014,1058.286,7559,28,25.857,3118.052,6.157,6.426,45.899,0.17,0.157,0.83, , , , , , , , ,13254,3224409,19.579,0.08,13135,0.08,0.081,12.4,tests performed, , , , , , , , , ,0.014720259,1.472025861
2021,1,1,0,9.43,80.42,23.34,10.89,13.34,3.79,BGD,Asia,Bangladesh,2021-01-01,514500,990,1033.571,7576,17,25.429,3124.063,6.011,6.276,46.002,0.103,0.154,0.82, , , , , , , , ,12103,3236512,19.652,0.073,12908,0.078,0.08,12.5,tests performed, , , , , , , , , ,0.014724976,1.47249757
2021,1,2,0,9.6,81.09,23.2,11.05,13.6,3.46,BGD,Asia,Bangladesh,2021-01-02,515184,684,1012.143,7599,23,24.429,3128.216,4.153,6.146,46.141,0.14,0.148,0.81, , , , , , , , ,9701,3246213,19.711,0.059,12877,0.078,0.079,12.7,tests performed, , , , , , , , , ,0.01475007,1.475006988
2021,1,3,0,9.8,79.13,23.95,11.75,13.91,2.92,BGD,Asia,Bangladesh,2021-01-03,516019,835,981.571,7626,27,24.857,3133.286,5.07,5.96,46.305,0.164,0.151,0.82, , , , , , , , ,10925,3257138,19.777,0.066,12631,0.077,0.078,12.9,tests performed, , , , , , , , , ,0.014778526,1.47785256
2021,1,4,0,10.35,78.06,24.9,13.43,14.77,2.32,BGD,Asia,Bangladesh,2021-01-04,516929,910,978.429,7650,24,24.429,3138.812,5.526,5.941,46.451,0.146,0.148,0.84, , , , , , , , ,10925,3268063,19.844,0.066,12389,0.075,0.079,12.7,tests performed, , , , , , , , , ,0.014798938,1.479893757
2021,1,5,0.54,10.89,80.4,25.08,13.69,15.55,2.7,BGD,Asia,Bangladesh,2021-01-05,517920,991,951.286,7670,20,23,3144.829,6.017,5.776,46.573,0.121,0.14,0.86, , , , , , , , ,14462,3282525,19.932,0.088,12371,0.075,0.077,13,tests performed, , , , , , , , , ,0.014809237,1.480923695
2021,1,6,0,11.32,78.19,26.26,14.23,16.13,2.45,BGD,Asia,Bangladesh,2021-01-06,518898,978,914.571,7687,17,22.286,3150.768,5.938,5.553,46.676,0.103,0.135,0.87, , , , , , , , ,15544,3298069,20.026,0.094,12416,0.075,0.074,13.6,tests performed, , , , , , , , , ,0.014814087,1.481408678
2021,1,7,0,11.4,71.27,27.36,16.15,16.27,2.02,BGD,Asia,Bangladesh,2021-01-07,519905,1007,913.571,7718,31,22.714,3156.882,6.115,5.547,46.864,0.188,0.138,0.87, , , , , , , , ,15381,3313450,20.119,0.093,12720,0.077,0.072,13.9,tests performed, , , , , , , , , ,0.01484502,1.484501976
2021,1,8,0.25,11.31,75.77,26.48,15.15,16.12,2.97,BGD,Asia,Bangladesh,2021-01-08,520690,785,884.286,7734,16,22.571,3161.649,4.767,5.369,46.961,0.097,0.137,0.86, , , , , , , , ,15381,3328831,20.213,0.093,13188,0.08,0.067,14.9,tests performed, , , , , , , , , ,0.014853368,1.485336765
2021,1,9,0,10.92,75.33,25.12,15.11,15.57,2.32,BGD,Asia,Bangladesh,2021-01-09,521382,692,885.429,7756,22,22.429,3165.851,4.202,5.376,47.095,0.134,0.136,0.86, , , , , , , , ,12908,3341739,20.291,0.078,13647,0.083,0.065,15.4,tests performed, , , , , , , , , ,0.014875849,1.487584919
2021,1,10,0,11.41,76.51,25.28,15.31,16.25,1.84,BGD,Asia,Bangladesh,2021-01-10,522453,1071,919.143,7781,25,22.143,3172.354,6.503,5.581,47.247,0.152,0.134,0.88, , , , , , , , ,12920,3354659,20.37,0.078,13932,0.085,0.066,15.2,tests performed, , , , , , , , , ,0.014893206,1.48932057
2021,1,11,0,12.29,79.08,26.06,16.89,17.43,2.13,BGD,Asia,Bangladesh,2021-01-11,523302,849,910.429,7803,22,21.857,3177.509,5.155,5.528,47.38,0.134,0.133,0.87, , , , , , , , ,14097,3368756,20.455,0.086,14385,0.087,0.063,15.8,tests performed, , , , , , , , , ,0.014911084,1.491108385
2021,1,12,0,11.14,81.08,24.5,15.2,15.89,3.9,BGD,Asia,Bangladesh,2021-01-12,524020,718,871.429,7819,16,21.286,3181.869,4.36,5.291,47.477,0.097,0.129,0.86, , , , , , , , ,14363,3383119,20.542,0.087,14371,0.087,0.061,16.5,tests performed, , , , , , , , , ,0.014921186,1.492118621
2021,1,13,0,8.88,74.17,22.91,12.89,12.45,3.67,BGD,Asia,Bangladesh,2021-01-13,524910,890,858.857,7833,14,20.857,3187.273,5.404,5.215,47.562,0.085,0.127,0.86, , , , , , , , ,15727,3398846,20.638,0.095,14397,0.087,0.06,16.8,tests performed, , , , , , , , , ,0.014922558,1.492255815
2021,1,14,0,7.89,71.3,21.97,10.4,10.67,3.88,BGD,Asia,Bangladesh,2021-01-14,525723,813,831.143,7849,16,18.714,3192.209,4.937,5.047,47.659,0.097,0.114,0.85, , , , , , , , ,16608,3415454,20.739,0.101,14572,0.088,0.057,17.5,tests performed, , , , , , , , , ,0.014929916,1.492991556
2021,1,15,3.4,7.57,69.39,21.36,10.91,10.04,3.32,BGD,Asia,Bangladesh,2021-01-15,526485,762,827.857,7862,13,18.286,3196.836,4.627,5.027,47.738,0.079,0.111,0.83, , , , , , , , ,13678,3429132,20.822,0.083,14329,0.087,0.058,17.3,tests performed, , , , , , , , , ,0.014932999,1.493299904
2021,1,16,0,7.8,69.94,22.05,10.52,10.47,2.94,BGD,Asia,Bangladesh,2021-01-16,527063,578,811.571,7883,21,18.143,3200.346,3.51,4.928,47.866,0.128,0.11,0.81, , , , , , , , ,12215,3441347,20.896,0.074,14230,0.086,0.057,17.5,tests performed, , , , , , , , , ,0.014956466,1.49564663
2021,1,17,0,8.38,75.06,21.85,10.89,11.57,3.34,BGD,Asia,Bangladesh,2021-01-17,527632,569,739.857,7906,23,17.857,3203.801,3.455,4.492,48.006,0.14,0.108,0.8, , , , , , , , ,13446,3454793,20.978,0.082,14305,0.087,0.052,19.3,tests performed, , , , , , , , , ,0.014983928,1.498392819
2021,1,18,0,9.25,77.36,23.15,11.45,13.05,2.4,BGD,Asia,Bangladesh,2021-01-18,528329,697,718.143,7922,16,17,3208.033,4.232,4.361,48.103,0.097,0.103,0.81, , , , , , , , ,12707,3467500,21.055,0.077,14106,0.086,0.051,19.6,tests performed, , , , , , , , , ,0.014994445,1.499444475
2021,1,19,0,9.2,74.92,22.52,13.06,12.96,2.04,BGD,Asia,Bangladesh,2021-01-19,529031,702,715.857,7942,20,17.571,3212.296,4.263,4.347,48.224,0.121,0.107,0.82, , , , , , , , ,15097,3482597,21.146,0.092,14211,0.086,0.05,19.9,tests performed, , , , , , , , , ,0.015012353,1.501235277
2021,1,20,0.77,11.22,84.77,23.5,14.6,15.95,2.99,BGD,Asia,Bangladesh,2021-01-20,529687,656,682.429,7950,8,16.714,3216.279,3.983,4.144,48.273,0.049,0.101,0.81, , , , , , , , ,15410,3498007,21.24,0.094,14166,0.086,0.048,20.8,tests performed, , , , , , , , , ,0.015008864,1.500886373
2021,1,21,0.05,8.59,66.94,24.38,13.49,11.95,3.25,BGD,Asia,Bangladesh,2021-01-21,530271,584,649.714,7966,16,16.714,3219.825,3.546,3.945,48.37,0.097,0.101,0.8, , , , , , , , ,14761,3512768,21.33,0.09,13902,0.084,0.047,21.4,tests performed, , , , , , , , , ,0.015022507,1.502250736
2021,1,22,0.25,7.86,69.18,23.07,10.51,10.61,3.68,BGD,Asia,Bangladesh,2021-01-22,530890,619,629.286,7981,15,17,3223.584,3.759,3.821,48.461,0.091,0.103,0.79, , , , , , , , ,14846,3527614,21.42,0.09,14069,0.085,0.045,22.4,tests performed, , , , , , , , , ,0.015033246,1.503324606
2021,1,23,0,7.81,66.77,22.05,11.39,10.52,2.02,BGD,Asia,Bangladesh,2021-01-23,531326,436,609,8003,22,17.143,3226.231,2.647,3.698,48.595,0.134,0.104,0.78, , , , , , , , ,11115,3538729,21.487,0.067,13912,0.084,0.044,22.8,tests performed, , , , , , , , , ,0.015062316,1.506231579
