date,ws,temp,dew,prec,rh,sp
10/2/2021,1.79,27.96,25.69,1.95,87.69,100.7
10/3/2021,2.5,27.96,26.19,4.79,90.38,100.61
10/4/2021,2.48,27.52,26.16,8.03,92.44,100.59
10/5/2021,0.96,27.77,25.41,4.93,87.19,100.75
10/6/2021,0.71,28.23,25.18,0.95,83.94,100.62
10/7/2021,0.9,28.48,25.3,0.26,83.44,100.44
10/8/2021,0.73,28.76,25.33,0.77,82.19,100.35
10/9/2021,0.73,28.82,25.34,0.74,81.88,100.42
10/10/2021,1.52,28.37,25.83,0.77,86.44,100.43
10/11/2021,2.32,27.63,25.18,0.11,86.94,100.36
10/12/2021,2.02,27.76,25.96,2.05,90.06,100.29
10/13/2021,1.06,27.98,26.05,1.96,89.44,100.27
10/14/2021,0.91,29.09,26.07,2.12,84.25,100.28
10/15/2021,1.27,28.93,26.48,3.17,86.88,100.17
10/16/2021,1.08,28.72,25.87,3.51,84.69,100.38
10/17/2021,2.27,27.37,25.57,93.08,90.12,100.63
10/18/2021,3.53,26.55,25.54,62.7,94.31,100.73
10/19/2021,2.94,26.83,25.64,12.89,93.38,100.98
10/20/2021,2.77,26.95,25.46,10.55,91.81,100.98
10/21/2021,2.12,25.63,22.8,1.24,85.06,100.91
10/22/2021,0.75,25.05,20.72,0.04,77.56,101.1
10/23/2021,0.97,25.03,20.54,0.03,76.94,101.19
10/24/2021,0.88,25.84,20.56,0.01,72.75,101.22
10/25/2021,0.91,25.38,20.63,0.06,75.62,101.1
10/26/2021,0.95,25.62,20.72,0.01,74.19,101.07
10/27/2021,1.52,24.44,21.69,0.74,84.88,101.17
10/28/2021,1.42,25.24,21.99,0.98,82.62,101.15
10/29/2021,1.89,25.36,22.62,1.56,85.25,101.26
10/30/2021,2.09,24.12,21.19,0.03,84.25,101.25
10/31/2021,2.12,23.28,20.83,0.07,86.62,101.22
11/1/2021,1.63,22.1,19.28,0.01,84.75,101.33
11/2/2021,1.73,21.83,17.99,0,79.62,101.36
11/3/2021,1.55,22.44,19.24,0,82.81,101.26
11/4/2021,1.3,23.2,19.98,0.01,83,101.24
11/5/2021,1.77,22.33,19.33,0.01,83.62,101.14
11/6/2021,1.8,21.37,16.82,0,76.12,100.99
11/7/2021,2.01,20.85,17.87,0,83.75,101.02
11/8/2021,1.78,20.42,17.44,0,83.94,101.09
11/9/2021,1.18,20.94,17.8,0.01,83.44,101.14
11/10/2021,1.2,21.43,18.56,0.01,84.62,101.15
11/11/2021,1.06,22.37,18.83,0.01,81.25,101.1
11/12/2021,1.41,22.94,20.09,0.03,84.5,101.16
11/13/2021,1.27,22.98,20.87,3.34,88.12,101.18
11/14/2021,1.07,23.85,21.37,4.26,86.38,101.1
11/15/2021,0.59,24.16,21.96,4.27,87.81,100.95
11/16/2021,1.76,22.59,20.89,1.88,90.5,101.06
11/17/2021,2.35,22.01,19.43,0.2,86,101.25
11/18/2021,1.37,20.51,16.37,0.02,79,101.09
11/19/2021,1.42,20.47,16.63,0.02,79.75,100.96
11/20/2021,1.59,20.69,17.93,0,84.81,101
11/21/2021,0.93,22.84,19.44,0.03,81.38,101.07
11/22/2021,0.66,23.83,19.86,0,79,101.06
11/23/2021,1.12,22.85,20.32,0.11,86.31,101.09
11/24/2021,2.04,21.71,19.19,0.1,86.06,101.25
11/25/2021,1.54,20.33,15.12,0,73.62,101.25
11/26/2021,1.78,19.14,14.37,0,74.69,101.34
11/27/2021,1.63,19.09,14.19,0,74.81,101.39
11/28/2021,1.65,19.29,14.8,0,76.06,101.44
11/29/2021,1.73,18.61,15.06,0,80.75,101.43
11/30/2021,1.53,20.11,16.3,0.01,79.81,101.39
12/1/2021,1.23,21.06,16.65,0,77.25,101.35
12/2/2021,0.97,21.97,17.5,0,77,101.34
12/3/2021,0.97,22.23,18.41,0.06,79.44,101.47
12/4/2021,1.2,22.48,20.68,1.69,89.75,101.43
12/5/2021,2.07,22.18,21.15,41.24,94.06,101.42
12/6/2021,4.09,22.89,21.89,50.98,94.25,101.1
12/7/2021,1.34,22.64,21.16,10.48,91.62,101.24
12/8/2021,2.16,21.52,19.65,0.51,89.5,101.47
12/9/2021,2.17,21.65,18.86,0.4,84.62,101.64
12/10/2021,2.19,20.15,17.8,0.3,86.75,101.63
12/11/2021,1.73,19.08,16.17,0,84.12,101.64
12/12/2021,2.23,17.33,13.67,0,79.81,101.72
12/13/2021,1.69,16.57,13.55,0.04,83.69,101.59
12/14/2021,1.63,16.99,14.59,0.05,86.81,101.49
12/15/2021,1.73,16.8,14.15,0.12,85.5,101.48
12/16/2021,1.88,16.55,13.83,0,85,101.53
12/17/2021,2.01,16.47,13.65,0.05,84.62,101.51
12/18/2021,1.64,17.12,13.27,0,79.38,101.45
12/19/2021,2.14,16.02,13.5,0.07,86,101.56
12/20/2021,2.26,14.41,11.56,0,84.19,101.58
12/21/2021,1.12,16.08,13.01,0.06,83.44,101.42
12/22/2021,1.31,17.63,14.18,0.14,80.75,101.28
12/23/2021,1.05,18.23,13.67,0,75.25,101.31
12/24/2021,1.16,17.91,14.68,0.01,82.5,101.37
12/25/2021,0.87,18.41,13.75,0,76.06,101.44
12/26/2021,1.2,18.01,14.08,0,78.69,101.64
12/27/2021,1.31,17.85,14.27,0,80.19,101.74
12/28/2021,1.5,17.88,14.8,0,82.88,101.69
12/29/2021,1.33,18.01,14.26,0,80.44,101.69
12/30/2021,1.83,17.65,15.13,0.09,87.12,101.83
12/31/2021,2.26,17.08,14.56,0.04,86.38,101.87
1/1/2022,2.15,16.73,13.9,0.03,84.62,101.8
1/2/2022,1.77,16.33,13.48,0.11,84.75,101.65
1/3/2022,1.77,16.84,13.88,0.11,84.12,101.53
1/4/2022,1.94,16.15,12.86,0.06,82.25,101.62
1/5/2022,1.63,16.09,12.12,0,78.88,101.54
1/6/2022,1.3,16.91,12.75,0,78.56,101.49
1/7/2022,1.67,17.82,14.12,0,80.5,101.56
1/8/2022,1.63,18.23,14.75,0,81.62,101.52
1/9/2022,1.49,18.47,15.27,0.07,82.94,101.36
1/10/2022,1.62,18.89,15.89,0.02,83.88,101.41
1/11/2022,1.66,18.53,16.04,0.05,86.44,101.42
1/12/2022,1.27,18.56,16.03,1.05,86,101.41
1/13/2022,1.52,18.76,16.18,0.25,85.81,101.5
1/14/2022,1.9,17.34,13.51,2.45,79.19,101.56
1/15/2022,1.81,17.22,13.4,0.04,79.75,101.47
1/16/2022,2.82,16.89,13.48,0.03,81.88,101.66
1/17/2022,1.98,16.97,12.87,0.03,79.06,101.7
1/18/2022,1.38,16.93,13.27,0.06,80.88,101.48
1/19/2022,1.23,17.55,13.98,0.01,80.88,101.28
1/20/2022,1.33,17.05,13.91,0.06,82.94,101.07
1/21/2022,0.81,17.87,11.83,0.01,70,101.12
1/22/2022,0.77,18.53,11.84,0.04,66.06,101.05
1/23/2022,1.14,18.62,13.19,0.01,71.94,101.06
1/24/2022,1.14,18.44,15.23,2.67,82.38,101.09
1/25/2022,1.2,19.48,15.73,3.56,79.75,101.1
